sex,destcode,origincode,Y1960,Y1970,Y1980,Y1990,Y2000
Male,VGB,ZMB,0,0,0,0,0
Male,VGB,ZWE,0,0,0,0,0
Male,WLF,AFG,0,0,0,0,0
Male,WLF,DZA,0,0,0,0,0
Male,WLF,AUS,2,0,2,0,0
Male,WLF,AUT,0,0,0,0,0
Male,WLF,AZE,0,0,0,0,0
Male,WLF,BLR,0,0,0,0,0
Male,WLF,BLZ,0,0,0,0,0
Male,WLF,BEN,0,0,0,0,0
Male,WLF,ALB,0,0,0,0,0
Male,WLF,ASM,0,0,0,0,0
Male,WLF,AND,0,0,0,0,0
Male,WLF,AGO,0,0,0,0,0
Male,WLF,AIA,0,0,0,0,0
Male,WLF,ATG,0,0,0,0,0
Male,WLF,ARG,0,0,0,0,0
Male,WLF,ARM,0,0,0,0,0
Male,WLF,ABW,0,0,0,0,0
Male,WLF,BHS,0,0,0,0,0
Male,WLF,BHR,0,0,0,0,0
Male,WLF,BGD,0,0,0,0,0
Male,WLF,BRB,0,0,0,0,0
Male,WLF,BEL,0,0,0,0,0
Male,WLF,BMU,0,0,0,0,0
Male,WLF,BTN,0,0,0,0,0
Male,WLF,BOL,0,0,0,0,0
Male,WLF,BIH,0,0,0,0,0
Male,WLF,BWA,0,0,0,0,0
Male,WLF,BRA,0,0,0,0,0
Male,WLF,BRN,0,0,0,0,0
Male,WLF,BGR,0,0,0,0,0
Male,WLF,BFA,0,0,0,0,0
Male,WLF,BDI,0,0,0,0,0
Male,WLF,KHM,0,0,0,0,0
Male,WLF,CMR,0,0,0,0,0
Male,WLF,CAN,0,0,0,0,0
Male,WLF,CPV,0,0,0,0,0
Male,WLF,CYM,0,0,0,0,0
Male,WLF,CAF,0,0,0,0,0
Male,WLF,TCD,0,0,0,0,0
Male,WLF,CHI,NA,NA,NA,NA,NA
Male,WLF,CHL,0,0,0,0,0
Male,WLF,CHN,2,0,0,0,0
Male,WLF,COL,0,0,0,0,0
Male,WLF,COM,0,0,0,0,0
Male,WLF,COD,0,0,0,0,0
Male,WLF,COG,0,0,0,0,0
Male,WLF,COK,0,0,0,0,0
Male,WLF,CRI,0,0,0,0,0
Male,WLF,CIV,0,0,0,0,0
Male,WLF,HRV,1,0,0,0,0
Male,WLF,CUB,0,0,0,0,0
Male,WLF,CYP,0,0,0,0,0
Male,WLF,CZE,0,0,0,0,0
Male,WLF,DNK,0,0,0,0,0
Male,WLF,DJI,0,0,0,0,0
Male,WLF,DMA,0,0,0,0,0
Male,WLF,DOM,0,0,0,0,0
Male,WLF,ECU,0,0,0,0,0
Male,WLF,EGY,0,0,3,0,0
Male,WLF,SLV,0,0,0,0,0
Male,WLF,GNQ,0,0,0,0,0
Male,WLF,ERI,0,0,0,0,0
Male,WLF,EST,0,0,0,0,0
Male,WLF,ETH,0,0,0,0,0
Male,WLF,FRO,0,0,0,0,0
Male,WLF,FLK,0,0,0,0,0
Male,WLF,FJI,0,0,1,0,0
Male,WLF,FIN,0,0,0,0,0
Male,WLF,FRA,334,174,63,19,6
Male,WLF,GUF,3,0,0,0,0
Male,WLF,PYF,14,2,0,0,0
Male,WLF,GAB,0,0,0,0,0
Male,WLF,GMB,0,0,0,0,0
Male,WLF,GEO,0,0,0,0,0
Male,WLF,DEU,4,1,0,0,0
Male,WLF,GHA,0,0,0,0,0
Male,WLF,GIB,0,0,0,0,0
Male,WLF,GRC,4,1,0,0,0
Male,WLF,GRL,0,0,0,0,0
Male,WLF,GRD,0,0,0,0,0
Male,WLF,GLP,6,1,0,0,0
Male,WLF,GUM,0,0,0,0,0
Male,WLF,GTM,0,0,0,0,0
Male,WLF,GIN,0,0,0,0,0
Male,WLF,GNB,0,0,0,0,0
Male,WLF,GUY,0,0,0,0,0
Male,WLF,HTI,0,0,0,0,0
Male,WLF,HND,0,0,0,0,0
Male,WLF,HKG,1,0,0,0,0
Male,WLF,HUN,0,0,0,0,0
Male,WLF,ISL,0,0,0,0,0
Male,WLF,IND,2,0,0,0,0
Male,WLF,IDN,0,0,0,0,0
Male,WLF,IRN,0,0,0,0,0
Male,WLF,IRQ,0,0,0,0,0
Male,WLF,IRL,0,0,0,0,0
Male,WLF,IMY,NA,NA,NA,NA,NA
Male,WLF,ISR,0,0,0,0,0
Male,WLF,ITA,9,3,0,0,0
Male,WLF,JAM,0,0,0,0,0
Male,WLF,JPN,0,0,0,0,0
Male,WLF,JOR,0,0,0,0,0
Male,WLF,KAZ,0,0,0,0,0
Male,WLF,KEN,0,0,0,0,0
Male,WLF,KIR,0,0,0,0,0
Male,WLF,PRK,0,0,0,0,0
Male,WLF,KOR,0,0,0,0,0
Male,WLF,KSV,NA,NA,NA,NA,NA
Male,WLF,KWT,0,0,0,0,0
Male,WLF,KGZ,0,0,0,0,0
Male,WLF,LAO,0,0,0,0,0
Male,WLF,LVA,0,0,0,0,0
Male,WLF,LBN,1,0,0,0,0
Male,WLF,LSO,0,0,0,0,0
Male,WLF,LBR,0,0,0,0,0
Male,WLF,LBY,0,0,0,0,0
Male,WLF,LIE,0,0,0,0,0
Male,WLF,LTU,0,0,0,0,0
Male,WLF,LUX,0,0,0,0,0
Male,WLF,MAC,0,0,0,0,0
Male,WLF,MKD,0,0,0,0,0
Male,WLF,MDG,0,0,0,0,0
Male,WLF,MWI,0,0,0,0,0
Male,WLF,MYS,1,0,0,0,0
Male,WLF,MDV,0,0,0,0,0
Male,WLF,MLI,0,0,0,0,0
Male,WLF,MLT,2,0,0,0,0
Male,WLF,MHL,0,0,0,0,0
Male,WLF,MTQ,9,2,1,0,0
Male,WLF,MRT,0,0,0,0,0
Male,WLF,MUS,0,0,0,0,0
Male,WLF,MYT,0,0,0,0,0
Male,WLF,MEX,0,0,0,0,0
Male,WLF,FSM,0,0,0,0,0
Male,WLF,MDA,0,0,0,0,0
Male,WLF,MCO,0,0,0,0,0
Male,WLF,MNG,0,0,0,0,0
Male,WLF,MNE,NA,NA,NA,NA,NA
Male,WLF,MSR,0,0,0,0,0
Male,WLF,MAR,0,0,0,0,0
Male,WLF,MOZ,0,0,0,0,0
Male,WLF,MMR,0,0,0,0,0
Male,WLF,NAM,0,0,0,0,0
Male,WLF,NRU,0,0,0,0,0
Male,WLF,NPL,0,0,0,0,0
Male,WLF,NLD,4,1,0,0,0
Male,WLF,ANT,0,0,0,0,0
Male,WLF,NCL,523,388,109,33,10
Male,WLF,NZL,6,2,7,2,0
Male,WLF,NIC,0,0,0,0,0
Male,WLF,NER,0,0,0,0,0
Male,WLF,NGA,0,0,0,0,0
Male,WLF,NIU,0,0,0,0,0
Male,WLF,NFK,0,0,0,0,0
Male,WLF,MNP,0,0,0,0,0
Male,WLF,NOR,0,0,0,0,0
Male,WLF,OMN,0,0,0,0,0
Male,WLF,PAK,0,0,0,0,0
Male,WLF,PLW,0,0,0,0,0
Male,WLF,PAN,0,0,0,0,0
Male,WLF,PNG,0,0,0,0,0
Male,WLF,PRY,0,0,0,0,0
Male,WLF,PER,0,0,0,0,0
Male,WLF,PHL,2,0,0,0,0
Male,WLF,POL,2,0,0,0,0
Male,WLF,PRT,0,0,0,0,0
Male,WLF,PRI,0,0,0,0,0
Male,WLF,QAT,0,0,0,0,0
Male,WLF,zzz,NA,NA,NA,NA,NA
Male,WLF,REU,11,2,1,0,0
Male,WLF,ROM,0,0,0,0,0
Male,WLF,RUS,0,0,0,0,0
Male,WLF,RWA,0,0,0,0,0
Male,WLF,SHN,0,0,0,0,0
Male,WLF,SPM,0,0,0,0,0
Male,WLF,WSM,1,0,2,0,0
Male,WLF,SMR,0,0,0,0,0
Male,WLF,STP,0,0,0,0,0
Male,WLF,SAU,0,0,0,0,0
Male,WLF,SEN,0,0,0,0,0
Male,WLF,SRB,NA,NA,NA,NA,NA
Male,WLF,SCG,1,0,0,0,0
Male,WLF,SYC,0,0,0,0,0
Male,WLF,SLE,0,0,0,0,0
Male,WLF,SGP,0,0,0,0,0
Male,WLF,SVK,0,0,0,0,0
Male,WLF,SVN,0,0,0,0,0
Male,WLF,SLB,0,0,0,0,0
Male,WLF,SOM,0,0,0,0,0
Male,WLF,ZAF,1,0,4,1,0
Male,WLF,ESP,0,0,0,0,0
Male,WLF,LKA,0,0,0,0,0
Male,WLF,KNA,0,0,0,0,0
Male,WLF,LCA,0,0,0,0,0
Male,WLF,VCT,0,0,0,0,0
Male,WLF,SDN,0,0,0,0,0
Male,WLF,SUR,0,0,0,0,0
Male,WLF,SWZ,0,0,0,0,0
Male,WLF,SWE,0,0,0,0,0
Male,WLF,CHE,0,0,0,0,0
Male,WLF,SYR,0,0,0,0,0
Male,WLF,TWN,0,0,0,0,0
Male,WLF,TJK,0,0,0,0,0
Male,WLF,TZA,0,0,0,0,0
Male,WLF,THA,0,0,0,0,0
Male,WLF,TLS,0,0,0,0,0
Male,WLF,TGO,0,0,0,0,0
Male,WLF,TKL,0,0,0,0,0
Male,WLF,TON,0,0,0,0,0
Male,WLF,TTO,0,0,0,0,0
Male,WLF,TUN,0,0,0,0,0
Male,WLF,TUR,0,0,0,0,0
Male,WLF,TKM,0,0,0,0,0
Male,WLF,TCA,0,0,0,0,0
Male,WLF,TUV,0,0,0,0,0
Male,WLF,UGA,0,0,0,0,0
Male,WLF,UKR,0,0,0,0,0
Male,WLF,ARE,0,0,0,0,0
Male,WLF,GBR,40,14,0,0,0
Male,WLF,USA,2,0,0,0,0
Male,WLF,URY,0,0,0,0,0
Male,WLF,UZB,0,0,0,0,0
Male,WLF,VUT,0,76,4,1,0
Male,WLF,VEN,0,0,0,0,0
Male,WLF,VNM,2,0,0,0,0
Male,WLF,VIR,0,0,0,0,0
Male,WLF,VGB,0,0,0,0,0
Male,WLF,WLF,0,0,0,0,0
Male,WLF,PSE,0,0,0,0,0
Male,WLF,YEM,0,0,0,0,0
Male,WLF,ZMB,0,0,0,0,0
Male,WLF,ZWE,0,0,0,0,0
Male,PSE,AFG,54,35,27,23,19
Male,PSE,DZA,5177,3359,2564,2158,1797
Male,PSE,AUS,33,21,16,14,11
Male,PSE,AUT,192,125,95,80,67
Male,PSE,AZE,800,520,397,334,278
Male,PSE,BLR,10,6,5,4,3
Male,PSE,BLZ,0,0,0,0,0
Male,PSE,BEN,0,0,0,0,0
Male,PSE,ALB,24,15,12,10,8
Male,PSE,ASM,0,0,0,0,0
Male,PSE,AND,0,0,0,0,0
Male,PSE,AGO,0,0,0,0,0
Male,PSE,AIA,0,0,0,0,0
Male,PSE,ATG,0,0,0,0,0
Male,PSE,ARG,86,56,42,36,30
Male,PSE,ARM,38,25,19,16,13
Male,PSE,ABW,0,0,0,0,0
Male,PSE,BHS,0,0,0,0,0
Male,PSE,BHR,1890,1227,936,788,656
Male,PSE,BGD,0,0,0,0,0
Male,PSE,BRB,0,0,0,0,0
Male,PSE,BEL,38,25,19,16,13
Male,PSE,BMU,0,0,0,0,0
Male,PSE,BTN,0,0,0,0,0
Male,PSE,BOL,0,0,0,0,0
Male,PSE,BIH,26,17,13,11,9
Male,PSE,BWA,0,0,0,0,0
Male,PSE,BRA,34,22,17,14,12
Male,PSE,BRN,6,4,3,3,2
Male,PSE,BGR,3381,2195,1676,1410,1173
Male,PSE,BFA,5,3,3,2,2
Male,PSE,BDI,0,0,0,0,0
Male,PSE,KHM,0,0,0,0,0
Male,PSE,CMR,0,0,0,0,0
Male,PSE,CAN,8,5,4,3,3
Male,PSE,CPV,0,0,0,0,0
Male,PSE,CYM,0,0,0,0,0
Male,PSE,CAF,0,0,0,0,0
Male,PSE,TCD,0,0,0,0,0
Male,PSE,CHI,NA,NA,NA,NA,NA
Male,PSE,CHL,5,3,2,2,2
Male,PSE,CHN,4,3,2,2,1
Male,PSE,COL,5,3,2,2,2
Male,PSE,COM,0,0,0,0,0
Male,PSE,COD,0,0,0,0,0
Male,PSE,COG,0,0,0,0,0
Male,PSE,COK,0,0,0,0,0
Male,PSE,CRI,0,0,0,0,0
Male,PSE,CIV,0,0,0,0,0
Male,PSE,HRV,2,2,1,1,0
Male,PSE,CUB,0,0,0,0,0
Male,PSE,CYP,66,43,33,27,23
Male,PSE,CZE,102,66,51,43,35
Male,PSE,DNK,9,6,5,4,3
Male,PSE,DJI,17,11,9,7,6
Male,PSE,DMA,0,0,0,0,0
Male,PSE,DOM,0,0,0,0,0
Male,PSE,ECU,5,3,2,2,2
Male,PSE,EGY,43584,28293,21602,18177,15124
Male,PSE,SLV,0,0,0,0,0
Male,PSE,GNQ,0,0,0,0,0
Male,PSE,ERI,182,118,90,76,63
Male,PSE,EST,6,4,3,2,2
Male,PSE,ETH,163,106,81,68,57
Male,PSE,FRO,0,0,0,0,0
Male,PSE,FLK,0,0,0,0,0
Male,PSE,FJI,0,0,0,0,0
Male,PSE,FIN,5,3,2,2,2
Male,PSE,FRA,156,102,78,65,54
Male,PSE,GUF,0,0,0,0,0
Male,PSE,PYF,0,0,0,0,0
Male,PSE,GAB,0,0,0,0,0
Male,PSE,GMB,0,0,0,0,0
Male,PSE,GEO,306,199,152,128,106
Male,PSE,DEU,1419,921,703,592,492
Male,PSE,GHA,0,0,0,0,0
Male,PSE,GIB,0,0,0,0,0
Male,PSE,GRC,1218,791,604,508,423
Male,PSE,GRL,0,0,0,0,0
Male,PSE,GRD,0,0,0,0,0
Male,PSE,GLP,0,0,0,0,0
Male,PSE,GUM,0,0,0,0,0
Male,PSE,GTM,0,0,0,0,0
Male,PSE,GIN,0,0,0,0,0
Male,PSE,GNB,0,0,0,0,0
Male,PSE,GUY,0,0,0,0,0
Male,PSE,HTI,0,0,0,0,0
Male,PSE,HND,0,0,0,0,0
Male,PSE,HKG,0,0,0,0,0
Male,PSE,HUN,223,145,111,93,77
Male,PSE,ISL,0,0,0,0,0
Male,PSE,IND,213,138,105,89,74
Male,PSE,IDN,0,0,0,0,0
Male,PSE,IRN,736,478,365,307,255
Male,PSE,IRQ,13096,8498,6486,5459,4546
Male,PSE,IRL,1,0,0,0,0
Male,PSE,IMY,NA,NA,NA,NA,NA
Male,PSE,ISR,232857,151176,115438,97126,80798
Male,PSE,ITA,21,14,10,9,7
Male,PSE,JAM,0,0,0,0,0
Male,PSE,JPN,9,6,5,4,3
Male,PSE,JOR,136324,88492,67561,56852,47309
Male,PSE,KAZ,238,155,118,99,83
Male,PSE,KEN,0,0,0,0,0
Male,PSE,KIR,0,0,0,0,0
Male,PSE,PRK,0,0,0,0,0
Male,PSE,KOR,2,0,0,0,0
Male,PSE,KSV,NA,NA,NA,NA,NA
Male,PSE,KWT,84206,54649,41709,35107,29230
Male,PSE,KGZ,84,54,41,35,29
Male,PSE,LAO,0,0,0,0,0
Male,PSE,LVA,2,2,1,1,0
Male,PSE,LBN,6084,3948,3014,2536,2112
Male,PSE,LSO,0,0,0,0,0
Male,PSE,LBR,97,63,48,41,34
Male,PSE,LBY,1807,1173,895,753,627
Male,PSE,LIE,0,0,0,0,0
Male,PSE,LTU,13,8,6,5,4
Male,PSE,LUX,0,0,0,0,0
Male,PSE,MAC,1,0,0,0,0
Male,PSE,MKD,344,223,171,144,119
Male,PSE,MDG,0,0,0,0,0
Male,PSE,MWI,0,0,0,0,0
Male,PSE,MYS,0,0,0,0,0
Male,PSE,MDV,0,0,0,0,0
Male,PSE,MLI,0,0,0,0,0
Male,PSE,MLT,0,0,0,0,0
Male,PSE,MHL,0,0,0,0,0
Male,PSE,MTQ,0,0,0,0,0
Male,PSE,MRT,0,0,0,0,0
Male,PSE,MUS,0,0,0,0,0
Male,PSE,MYT,0,0,0,0,0
Male,PSE,MEX,0,0,0,0,0
Male,PSE,FSM,0,0,0,0,0
Male,PSE,MDA,114,74,56,47,40
Male,PSE,MCO,0,0,0,0,0
Male,PSE,MNG,0,0,0,0,0
Male,PSE,MNE,NA,NA,NA,NA,NA
Male,PSE,MSR,0,0,0,0,0
Male,PSE,MAR,20617,13379,10211,8595,7157
Male,PSE,MOZ,0,0,0,0,0
Male,PSE,MMR,0,0,0,0,0
Male,PSE,NAM,0,0,0,0,0
Male,PSE,NRU,0,0,0,0,0
Male,PSE,NPL,0,0,0,0,0
Male,PSE,NLD,89,58,44,37,31
Male,PSE,ANT,0,0,0,0,0
Male,PSE,NCL,0,0,0,0,0
Male,PSE,NZL,2,1,0,0,0
Male,PSE,NIC,0,0,0,0,0
Male,PSE,NER,0,0,0,0,0
Male,PSE,NGA,1,0,0,0,0
Male,PSE,NIU,0,0,0,0,0
Male,PSE,NFK,0,0,0,0,0
Male,PSE,MNP,0,0,0,0,0
Male,PSE,NOR,10,6,5,4,3
Male,PSE,OMN,48747,31636,24145,20323,16921
Male,PSE,PAK,76,49,38,32,26
Male,PSE,PLW,0,0,0,0,0
Male,PSE,PAN,0,0,0,0,0
Male,PSE,PNG,0,0,0,0,0
Male,PSE,PRY,0,0,0,0,0
Male,PSE,PER,5,4,3,2,2
Male,PSE,PHL,2,1,0,0,0
Male,PSE,POL,1227,797,608,512,426
Male,PSE,PRT,0,0,0,0,0
Male,PSE,PRI,0,0,0,0,0
Male,PSE,QAT,566,368,280,236,197
Male,PSE,zzz,NA,NA,NA,NA,NA
Male,PSE,REU,0,0,0,0,0
Male,PSE,ROM,1587,1030,787,662,551
Male,PSE,RUS,1516,984,751,632,526
Male,PSE,RWA,0,0,0,0,0
Male,PSE,SHN,0,0,0,0,0
Male,PSE,SPM,0,0,0,0,0
Male,PSE,WSM,0,0,0,0,0
Male,PSE,SMR,0,0,0,0,0
Male,PSE,STP,0,0,0,0,0
Male,PSE,SAU,46798,30371,23180,19511,16244
Male,PSE,SEN,0,0,0,0,0
Male,PSE,SRB,NA,NA,NA,NA,NA
Male,PSE,SCG,1226,796,608,511,425
Male,PSE,SYC,0,0,0,0,0
Male,PSE,SLE,0,0,0,0,0
Male,PSE,SGP,0,0,0,0,0
Male,PSE,SVK,31,20,16,13,11
Male,PSE,SVN,2,1,0,0,0
Male,PSE,SLB,0,0,0,0,0
Male,PSE,SOM,0,0,0,0,0
Male,PSE,ZAF,1,0,0,0,0
Male,PSE,ESP,4,3,2,2,1
Male,PSE,LKA,0,0,0,0,0
Male,PSE,KNA,0,0,0,0,0
Male,PSE,LCA,0,0,0,0,0
Male,PSE,VCT,0,0,0,0,0
Male,PSE,SDN,177,115,88,74,62
Male,PSE,SUR,2,1,0,0,0
Male,PSE,SWZ,0,0,0,0,0
Male,PSE,SWE,15,10,7,6,5
Male,PSE,CHE,53,34,26,22,18
Male,PSE,SYR,12942,8401,6413,5397,4491
Male,PSE,TWN,0,0,0,0,0
Male,PSE,TJK,13,8,6,5,4
Male,PSE,TZA,0,0,0,0,0
Male,PSE,THA,0,0,0,0,0
Male,PSE,TLS,0,0,0,0,0
Male,PSE,TGO,0,0,0,0,0
Male,PSE,TKL,0,0,0,0,0
Male,PSE,TON,0,0,0,0,0
Male,PSE,TTO,0,0,0,0,0
Male,PSE,TUN,2056,1335,1019,858,713
Male,PSE,TUR,262,170,130,109,91
Male,PSE,TKM,97,63,48,40,34
Male,PSE,TCA,0,0,0,0,0
Male,PSE,TUV,0,0,0,0,0
Male,PSE,UGA,0,0,0,0,0
Male,PSE,UKR,204,132,101,85,71
Male,PSE,ARE,17342,11255,8590,7230,6020
Male,PSE,GBR,146,95,73,61,51
Male,PSE,USA,21873,14196,10836,9120,7592
Male,PSE,URY,4,3,2,2,2
Male,PSE,UZB,377,245,187,157,131
Male,PSE,VUT,0,0,0,0,0
Male,PSE,VEN,4,3,2,2,1
Male,PSE,VNM,0,0,0,0,0
Male,PSE,VIR,0,0,0,0,0
Male,PSE,VGB,0,0,0,0,0
Male,PSE,WLF,0,0,0,0,0
Male,PSE,PSE,0,0,0,0,0
Male,PSE,YEM,4107,2665,2034,1712,1426
Male,PSE,ZMB,0,0,0,0,0
Male,PSE,ZWE,0,0,0,0,0
Male,YEM,AFG,1804,1543,1247,1007,813
Male,YEM,DZA,902,772,623,503,407
Male,YEM,AUS,247,211,171,138,111
Male,YEM,AUT,108,92,75,60,49
Male,YEM,AZE,26164,22381,18078,14602,11795
Male,YEM,BLR,5,4,4,3,2
Male,YEM,BLZ,0,0,0,0,0
Male,YEM,BEN,0,0,0,0,0
Male,YEM,ALB,13,11,9,7,6
Male,YEM,ASM,4,3,2,2,2
Male,YEM,AND,0,0,0,0,0
Male,YEM,AGO,0,0,0,0,0
Male,YEM,AIA,0,0,0,0,0
Male,YEM,ATG,2,2,1,1,0
Male,YEM,ARG,41,35,28,23,18
Male,YEM,ARM,1239,1060,856,692,559
Male,YEM,ABW,0,0,0,0,0
Male,YEM,BHS,0,0,0,0,0
Male,YEM,BHR,148,127,103,83,67
Male,YEM,BGD,30,26,21,17,14
Male,YEM,BRB,0,0,0,0,0
Male,YEM,BEL,22,18,15,12,10
Male,YEM,BMU,0,0,0,0,0
Male,YEM,BTN,0,0,0,0,0
Male,YEM,BOL,0,0,0,0,0
Male,YEM,BIH,15,12,10,8,7
Male,YEM,BWA,0,0,0,0,0
Male,YEM,BRA,16,14,11,9,7
Male,YEM,BRN,215,184,148,120,97
Male,YEM,BGR,1909,1633,1319,1065,861
Male,YEM,BFA,11,10,8,6,5
Male,YEM,BDI,0,0,0,0,0
Male,YEM,KHM,0,0,0,0,0
Male,YEM,CMR,0,0,0,0,0
Male,YEM,CAN,35,30,24,20,16
Male,YEM,CPV,0,0,0,0,0
Male,YEM,CYM,0,0,0,0,0
Male,YEM,CAF,0,0,0,0,0
Male,YEM,TCD,0,0,0,0,0
Male,YEM,CHI,NA,NA,NA,NA,NA
Male,YEM,CHL,2,2,2,1,0
Male,YEM,CHN,136,117,94,76,61
Male,YEM,COL,2,2,2,1,1
Male,YEM,COM,0,0,0,0,0
Male,YEM,COD,0,0,0,0,0
Male,YEM,COG,0,0,0,0,0
Male,YEM,COK,5,4,4,3,2
Male,YEM,CRI,0,0,0,0,0
Male,YEM,CIV,0,0,0,0,0
Male,YEM,HRV,1,1,0,0,0
Male,YEM,CUB,1,0,0,0,0
Male,YEM,CYP,37,32,26,21,17
Male,YEM,CZE,58,49,40,32,26
Male,YEM,DNK,5,4,4,3,2
Male,YEM,DJI,0,0,0,0,0
Male,YEM,DMA,0,0,0,0,0
Male,YEM,DOM,0,0,0,0,0
Male,YEM,ECU,2,2,2,1,0
Male,YEM,EGY,890,761,615,497,401
Male,YEM,SLV,0,0,0,0,0
Male,YEM,GNQ,0,0,0,0,0
Male,YEM,ERI,0,0,0,0,0
Male,YEM,EST,3,2,2,2,1
Male,YEM,ETH,352,301,243,197,159
Male,YEM,FRO,0,0,0,0,0
Male,YEM,FLK,0,0,0,0,0
Male,YEM,FJI,0,0,0,0,0
Male,YEM,FIN,3,2,2,1,1
Male,YEM,FRA,84,72,58,47,38
Male,YEM,GUF,0,0,0,0,0
Male,YEM,PYF,0,0,0,0,0
Male,YEM,GAB,0,0,0,0,0
Male,YEM,GMB,0,0,0,0,0
Male,YEM,GEO,10012,8565,6918,5588,4514
Male,YEM,DEU,797,682,551,445,360
Male,YEM,GHA,1,1,0,0,0
Male,YEM,GIB,0,0,0,0,0
Male,YEM,GRC,688,588,475,384,310
Male,YEM,GRL,0,0,0,0,0
Male,YEM,GRD,4,4,3,2,2
Male,YEM,GLP,1,0,0,0,0
Male,YEM,GUM,10,8,7,5,4
Male,YEM,GTM,0,0,0,0,0
Male,YEM,GIN,0,0,0,0,0
Male,YEM,GNB,0,0,0,0,0
Male,YEM,GUY,0,0,0,0,0
Male,YEM,HTI,34,29,23,19,15
Male,YEM,HND,0,0,0,0,0
Male,YEM,HKG,5,5,4,3,2
Male,YEM,HUN,121,104,84,68,55
Male,YEM,ISL,0,0,0,0,0
Male,YEM,IND,7034,6017,4860,3926,3171
Male,YEM,IDN,17,14,11,9,7
Male,YEM,IRN,24315,20799,16801,13571,10962
Male,YEM,IRQ,34038,29117,23519,18997,15345
Male,YEM,IRL,0,0,0,0,0
Male,YEM,IMY,NA,NA,NA,NA,NA
Male,YEM,ISR,8019,6859,5541,4475,3615
Male,YEM,ITA,12,10,8,7,5
Male,YEM,JAM,0,0,0,0,0
Male,YEM,JPN,311,266,215,174,140
Male,YEM,JOR,18572,15887,12832,10365,8373
Male,YEM,KAZ,7787,6661,5380,4346,3510
Male,YEM,KEN,1,1,0,0,0
Male,YEM,KIR,1,1,0,0,0
Male,YEM,PRK,3,2,2,2,1
Male,YEM,KOR,51,44,35,28,23
Male,YEM,KSV,NA,NA,NA,NA,NA
Male,YEM,KWT,6610,5655,4567,3689,2980
Male,YEM,KGZ,2731,2336,1887,1524,1231
Male,YEM,LAO,0,0,0,0,0
Male,YEM,LVA,1,1,0,0,0
Male,YEM,LBN,7780,6655,5376,4342,3507
Male,YEM,LSO,0,0,0,0,0
Male,YEM,LBR,218,187,151,122,98
Male,YEM,LBY,315,269,218,176,142
Male,YEM,LIE,0,0,0,0,0
Male,YEM,LTU,7,6,5,4,3
Male,YEM,LUX,0,0,0,0,0
Male,YEM,MAC,45,39,31,25,20
Male,YEM,MKD,194,166,134,108,87
Male,YEM,MDG,0,0,0,0,0
Male,YEM,MWI,0,0,0,0,0
Male,YEM,MYS,25,21,17,14,11
Male,YEM,MDV,1,0,0,0,0
Male,YEM,MLI,0,0,0,0,0
Male,YEM,MLT,0,0,0,0,0
Male,YEM,MHL,0,0,0,0,0
Male,YEM,MTQ,9,8,6,5,4
Male,YEM,MRT,0,0,0,0,0
Male,YEM,MUS,0,0,0,0,0
Male,YEM,MYT,0,0,0,0,0
Male,YEM,MEX,4,3,3,2,2
Male,YEM,FSM,1,1,0,0,0
Male,YEM,MDA,60,51,41,33,27
Male,YEM,MCO,0,0,0,0,0
Male,YEM,MNG,18,15,12,10,8
Male,YEM,MNE,NA,NA,NA,NA,NA
Male,YEM,MSR,0,0,0,0,0
Male,YEM,MAR,3593,3073,2483,2005,1620
Male,YEM,MOZ,0,0,0,0,0
Male,YEM,MMR,17,14,11,9,7
Male,YEM,NAM,0,0,0,0,0
Male,YEM,NRU,0,0,0,0,0
Male,YEM,NPL,1,0,0,0,0
Male,YEM,NLD,50,43,35,28,23
Male,YEM,ANT,0,0,0,0,0
Male,YEM,NCL,0,0,0,0,0
Male,YEM,NZL,12,10,8,7,5
Male,YEM,NIC,0,0,0,0,0
Male,YEM,NER,0,0,0,0,0
Male,YEM,NGA,2,2,2,1,1
Male,YEM,NIU,2,1,1,0,0
Male,YEM,NFK,0,0,0,0,0
Male,YEM,MNP,0,0,0,0,0
Male,YEM,NOR,6,5,4,3,2
Male,YEM,OMN,3826,3273,2644,2135,1725
Male,YEM,PAK,2515,2151,1738,1404,1134
Male,YEM,PLW,2,2,1,1,0
Male,YEM,PAN,0,0,0,0,0
Male,YEM,PNG,0,0,0,0,0
Male,YEM,PRY,0,0,0,0,0
Male,YEM,PER,3,2,2,1,1
Male,YEM,PHL,54,46,37,30,24
Male,YEM,POL,680,582,470,380,307
Male,YEM,PRT,0,0,0,0,0
Male,YEM,PRI,0,0,0,0,0
Male,YEM,QAT,44,38,31,25,20
Male,YEM,zzz,NA,NA,NA,NA,NA
Male,YEM,REU,0,0,0,0,0
Male,YEM,ROM,876,749,605,489,395
Male,YEM,RUS,793,678,548,443,358
Male,YEM,RWA,0,0,0,0,0
Male,YEM,SHN,0,0,0,0,0
Male,YEM,SPM,0,0,0,0,0
Male,YEM,WSM,0,0,0,0,0
Male,YEM,SMR,0,0,0,0,0
Male,YEM,STP,0,0,0,0,0
Male,YEM,SAU,3620,3097,2501,2020,1632
Male,YEM,SEN,0,0,0,0,0
Male,YEM,SRB,NA,NA,NA,NA,NA
Male,YEM,SCG,690,590,477,385,311
Male,YEM,SYC,0,0,0,0,0
Male,YEM,SLE,0,0,0,0,0
Male,YEM,SGP,18,16,13,10,8
Male,YEM,SVK,18,15,12,10,8
Male,YEM,SVN,0,0,0,0,0
